SUPPORT,CONFIDENCE
0.0247333005088,1.0
0.0245035286394,1.0
0.0245035286394,0.997661209489
0.0236418841293,1.0
0.0236418841293,1.0
0.0236418841293,0.967103054716
0.0236418841293,0.967103054716
0.0236418841293,0.967103054716
0.0236418841293,0.967103054716
0.0236418841293,0.964835900871
0.0236418841293,0.964835900871
0.0236418841293,0.964835900871
0.0236418841293,0.964835900871
0.0236418841293,0.962579351821
0.0236418841293,0.962579351821
0.0236418841293,0.962579351821
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,1.0
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.822978132593
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.795904665995
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.794038847957
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0194567536517,0.792181757434
0.0160183817495,0.997955010225
0.0160183817495,0.972111553785
0.0146069259806,1.0
0.0139996717545,0.849601593625
0.0139176103726,0.867075664622
0.0138847858198,0.997641509434
0.0138847858198,0.991793669402
0.0138847858198,0.866803278689
0.0138847858198,0.865030674847
0.0138847858198,0.865030674847
0.0138847858198,0.842629482072
0.0138847858198,0.842629482072
0.012391268669,0.856980703746
0.012391268669,0.821992378879
0.0121040538323,0.998645903859
0.011447562777,0.99358974359
0.011447562777,0.97280334728
0.0114229443624,1.0
0.011406532086,1.0
0.00968324306581,0.957792207792
0.00968324306581,0.951612903226
0.00904316428689,0.964129483815
0.00904316428689,0.942686056459
0.00821434432956,0.8125
0.00814048908584,0.8
0.00800919087477,0.805945499587
0.00800919087477,0.768503937008
0.00792712949286,1.0
0.00792712949286,0.88623853211
0.00786968652552,0.998958333333
0.00780403741999,0.958669354839
0.00780403741999,0.95004995005
0.00780403741999,0.80593220339
0.00780403741999,0.771915584416
0.00780403741999,0.771915584416
0.00780403741999,0.766935483871
0.00780403741999,0.766935483871
0.0073198752667,0.960172228202
